height,timestamp,solve_time,difficulty,cumulative_difficulty,txs_count,block_size_bytes,network_health,miner_diversity,hash_entropy,block_accepted
0,0,120.0,1,1,0,323,1.0,0.5,129,1
1,1770423274,3600,1,2,0,79,0.5,0.0,133,1
2,1770423274,120.0,1,3,0,79,0.6667,0.0,129,1
3,1770423274,120.0,120,123,0,79,0.75,1.0,128,1
4,1770423562,288,14520,14643,0,79,0.8,1.0,113,1
5,1770423881,319,6101,20744,0,79,0.8333,1.0,135,1
6,1770423899,18,4101,24845,0,79,0.7143,1.0,135,1
7,1770423964,65,4770,29615,0,79,0.75,1.0,116,1
8,1770423974,10,5151,34766,0,79,0.6667,1.0,120,1
9,1770423984,10,5960,40726,0,79,0.6,1.0,130,1
10,1770423999,15,6883,47609,0,79,0.5455,1.0,131,1
11,1770424000,1,7880,55489,0,79,0.5,1.0,127,1
12,1770424029,29,9172,64661,0,79,0.4615,1.0,125,1
13,1770424230,201,10277,74938,0,79,0.5,1.0,144,1
14,1770424350,120,9407,84345,0,79,0.5333,1.0,131,1
15,1770424365,15,9407,93752,0,79,0.5,1.0,125,1
16,1770424480,115,10312,104064,0,79,0.5294,1.0,130,1
17,1770424485,5,10355,114419,0,79,0.5,1.0,126,1
18,1770424510,25,11338,125757,0,79,0.4737,1.0,144,1
19,1770424690,180,12210,137967,0,79,0.5,1.0,122,1
20,1770424775,85,11692,149659,0,79,0.5238,1.0,127,1
21,1770424870,95,11965,161624,0,79,0.5455,1.0,117,1
22,1770424870,120.0,12153,173777,0,79,0.5652,1.0,123,1
23,1770424895,25,13066,186843,0,79,0.5417,1.0,126,1
24,1770425095,200,13832,200675,0,79,0.56,1.0,134,1
25,1770425205,110,13224,213899,0,79,0.5769,1.0,121,1
26,1770425272,67,13293,227192,0,79,0.5926,1.0,130,1
27,1770425282,10,13646,240838,0,79,0.5714,1.0,138,1
28,1770425310,28,14393,255231,0,79,0.5517,1.0,139,1
29,1770425380,70,15043,270274,0,79,0.5667,1.0,136,1
30,1770425390,10,15401,285675,0,79,0.5484,1.0,121,1
31,1770425595,205,16201,301876,0,79,0.5625,1.0,133,1
32,1770425645,50,15608,317484,0,79,0.5758,1.0,127,1
33,1770425805,160,16069,333553,0,79,0.5882,1.0,134,1
34,1770426000,195,15815,349368,0,79,0.6,0.9972,118,1
35,1770426025,25,15380,364748,0,79,0.5833,0.9844,115,1
36,1770426190,165,15911,380659,0,79,0.5946,0.9736,129,1
37,1770426200,10,15665,396324,0,79,0.5789,0.962,127,1
38,1770426275,75,16254,412578,0,79,0.5897,0.9523,142,1
39,1770426380,105,16498,429076,0,79,0.6,0.9433,114,1
40,1770426400,20,16578,445654,0,79,0.5854,0.9345,119,1
41,1770426505,105,17108,462762,0,79,0.5952,0.9272,126,1
42,1770426535,30,17188,479950,0,79,0.6047,0.9199,122,1
43,1770426665,130,17662,497612,0,79,0.6136,0.9138,131,1
44,1770427045,380,17610,515222,0,79,0.6222,0.9073,140,1
45,1770427266,221,16396,531618,0,79,0.6304,0.8977,117,1
46,1770427286,20,15981,547599,0,79,0.617,0.8877,129,1
47,1770427301,15,16379,563978,0,79,0.6042,0.8785,142,1
48,1770427506,205,16806,580784,0,79,0.6122,0.8704,135,1
49,1770427671,165,16469,597253,0,79,0.62,0.8617,122,1
50,1770427696,25,16300,613553,0,79,0.6078,0.8531,128,1
51,1770427806,110,16650,630203,0,79,0.6154,0.8451,137,1
52,1770427816,10,16687,646890,0,79,0.6038,0.8374,123,1
53,1770427971,155,17091,663981,0,79,0.6111,0.8304,113,1
54,1770428016,45,16964,680945,0,79,0.6182,0.8233,122,1
55,1770428096,80,17232,698177,0,79,0.625,0.8168,125,1
56,1770428411,315,17375,715552,0,79,0.6316,0.8106,117,1
57,1770428626,215,16716,732268,0,79,0.6379,0.8035,135,1
58,1770428806,180,16419,748687,0,79,0.6441,0.7963,135,1
59,1770428811,5,16241,764928,0,79,0.6333,0.7892,123,1
60,1770428866,55,16578,781506,0,79,0.6333,0.732,123,1
61,1770429021,155,16771,798277,0,79,0.65,0.6724,134,1
62,1770429116,95,16669,814946,0,79,0.65,0.6093,113,1
63,1770429141,25,16740,831686,0,79,0.6333,0.5426,140,1
64,1770429176,35,17011,848697,0,79,0.6333,0.544,141,1
65,1770429226,50,17256,865953,0,79,0.6333,0.5202,146,1
66,1770429271,45,17459,883412,0,79,0.65,0.4817,124,1
67,1770429296,25,17678,901090,0,79,0.6333,0.4457,121,1
68,1770429311,15,17956,919046,0,80,0.6333,0.4103,131,1
69,1770429336,25,18269,937315,0,80,0.6333,0.3787,122,1
70,1770429371,35,18555,955870,0,80,0.65,0.3517,126,1
71,1770429557,186,18814,974684,0,80,0.6667,0.33,121,1
72,1770429872,315,18616,993300,0,80,0.6833,0.3141,128,1
73,1770429912,40,18066,1011366,0,80,0.6833,0.3018,132,1
74,1770430097,185,18284,1029650,0,80,0.6833,0.2837,134,1
75,1770430402,305,18110,1047760,0,80,0.7,0.2633,125,1
76,1770430417,15,17640,1065400,0,80,0.6833,0.2462,141,1
77,1770430577,160,17899,1083299,0,80,0.7,0.228,136,1
78,1770430612,35,17801,1101100,0,80,0.7167,0.2142,152,1
79,1770430712,100,18007,1119107,0,80,0.7167,0.2045,156,1
80,1770430752,40,18055,1137162,0,80,0.7167,0.1908,125,1
81,1770430817,65,18249,1155411,0,80,0.7167,0.1777,121,1
82,1770430827,10,18382,1173793,0,80,0.7,0.1646,124,1
83,1770430917,90,18649,1192442,0,80,0.7167,0.1565,122,1
84,1770430927,10,18723,1211165,0,80,0.7,0.1518,115,1
85,1770430977,50,18992,1230157,0,80,0.7,0.1437,126,1
86,1770431077,100,19164,1249321,0,80,0.7,0.1354,126,1
87,1770431122,45,19213,1268534,0,80,0.7167,0.1283,132,1
88,1770431372,250,19397,1287931,0,80,0.7333,0.1252,129,1
89,1770431472,100,19086,1307017,0,80,0.7333,0.1233,129,1
90,1770431527,55,19132,1326149,0,80,0.75,0.1226,127,1
91,1770431772,245,19283,1345432,0,80,0.75,0.1243,129,1
92,1770431877,105,18999,1364431,0,80,0.75,0.1232,129,1
93,1770431887,10,19032,1383463,0,80,0.7333,0.1233,141,1
94,1770432087,200,19275,1402738,0,80,0.7333,0.123,139,1
95,1770432177,90,19101,1421839,0,80,0.75,0.1202,144,1
96,1770432243,66,19165,1441004,0,80,0.75,0.1192,122,1
97,1770432268,25,19280,1460284,0,80,0.75,0.1173,113,1
98,1770432293,25,19484,1479768,0,80,0.7333,0.1176,134,1
99,1770432358,65,19689,1499457,0,80,0.7333,0.1188,127,1
100,1770432368,10,19808,1519265,0,81,0.7333,0.1204,125,1
101,1770432458,90,20048,1539313,0,80,0.7333,0.1234,138,1
102,1770432548,90,20113,1559426,0,80,0.7333,0.1264,124,1
103,1770432853,305,20179,1579605,0,80,0.7333,0.1298,119,1
104,1770433178,325,19789,1599394,0,80,0.7333,0.1318,141,1
105,1770433623,445,19379,1618773,0,80,0.7333,0.1305,119,1
106,1770433668,45,18771,1637544,0,80,0.75,0.1267,130,1
107,1770433743,75,18906,1656450,0,80,0.7667,0.1242,129,1
108,1770433803,60,18987,1675437,0,80,0.7667,0.1228,116,1
109,1770434293,490,19096,1694533,0,80,0.75,0.1203,118,1
110,1770434393,100,18454,1712987,0,80,0.7667,0.1167,134,1
111,1770434433,40,18488,1731475,0,80,0.7667,0.114,127,1
112,1770434458,25,18620,1750095,0,80,0.7667,0.1114,126,1
113,1770434543,85,18778,1768873,0,80,0.7667,0.1098,127,1
114,1770435189,646,18837,1787710,0,80,0.75,0.1078,126,1
115,1770435544,355,18005,1805715,0,80,0.75,0.1065,132,1
116,1770435854,310,17660,1823375,0,80,0.75,0.106,143,1
117,1770435959,105,17394,1840769,0,80,0.75,0.1041,123,1
118,1770436414,455,17414,1858183,0,80,0.75,0.101,132,1
119,1770436559,145,16970,1875153,0,80,0.7667,0.0982,134,1
120,1770436644,85,16938,1892091,0,80,0.7667,0.0968,126,1
121,1770436654,10,16983,1909074,0,80,0.75,0.0961,120,1
122,1770436949,295,17122,1926196,0,80,0.75,0.0946,131,1
123,1770437009,60,16903,1943099,0,80,0.7667,0.094,124,1
124,1770437154,145,16977,1960076,0,80,0.7667,0.0941,130,1
125,1770437179,25,16946,1977022,0,80,0.75,0.095,135,1
126,1770437194,15,17062,1994084,0,80,0.7333,0.0961,124,1
127,1770437199,5,17191,2011275,0,80,0.7333,0.0972,128,1
128,1770437234,35,17333,2028608,0,81,0.75,0.0983,126,1
129,1770437259,25,17438,2046046,0,81,0.75,0.0995,125,1
130,1770437304,45,17557,2063603,0,81,0.75,0.1004,143,1
131,1770437334,30,17651,2081254,0,81,0.75,0.101,124,1
132,1770437484,150,17764,2099018,0,81,0.75,0.1015,120,1
133,1770437564,80,17726,2116744,0,81,0.75,0.1019,123,1
134,1770437825,261,17776,2134520,0,81,0.75,0.1023,136,1
135,1770438020,195,17604,2152124,0,81,0.75,0.1029,128,1
136,1770438050,30,17514,2169638,0,81,0.7667,0.1031,113,1
137,1770438145,95,17621,2187259,0,81,0.7667,0.1035,129,1
138,1770438210,65,17650,2204909,0,81,0.7667,0.1037,132,1
139,1770438275,65,17715,2222624,0,81,0.7667,0.104,123,1
140,1770438305,30,17780,2240404,0,81,0.7667,0.1043,133,1
141,1770438415,110,17887,2258291,0,81,0.7667,0.1045,135,1
142,1770438555,140,17899,2276190,0,81,0.7833,0.1048,125,1
143,1770438570,15,17875,2294065,0,81,0.7667,0.105,133,1
144,1770438585,15,17998,2312063,0,81,0.7667,0.1051,125,1
145,1770438735,150,18121,2330184,0,81,0.7667,0.1048,132,1
146,1770438825,90,18086,2348270,0,81,0.7667,0.1043,118,1
147,1770438835,10,18121,2366391,0,81,0.75,0.1036,135,1
148,1770438910,75,18249,2384640,0,81,0.75,0.1025,133,1
149,1770438935,25,18302,2402942,0,81,0.7333,0.102,134,1
150,1770439320,385,18413,2421355,0,81,0.7333,0.1013,135,1
151,1770439390,70,18109,2439464,0,81,0.7333,0.1003,127,1
152,1770439570,180,18165,2457629,0,81,0.7333,0.0998,131,1
153,1770439590,20,18098,2475727,0,81,0.7333,0.0992,124,1
154,1770439705,115,18209,2493936,0,81,0.7333,0.0981,117,1
155,1770439810,105,18214,2512150,0,81,0.7333,0.0973,126,1
156,1770439895,85,18231,2530381,0,81,0.7333,0.0963,121,1
157,1770440030,135,18269,2548650,0,81,0.75,0.095,131,1
158,1770440220,190,18253,2566903,0,81,0.7667,0.0931,115,1
159,1770440481,261,18178,2585081,0,81,0.7667,0.0904,114,1
160,1770440491,10,18029,2603110,0,81,0.7667,0.0871,127,1
161,1770440521,30,18144,2621254,0,81,0.7667,0.0823,123,1
162,1770440571,50,18238,2639492,0,81,0.7667,0.0768,111,1
163,1770440631,60,18312,2657804,0,81,0.7667,0.0702,119,1
164,1770440746,115,18376,2676180,0,81,0.7667,0.0654,123,1
165,1770441031,285,18381,2694561,0,81,0.7667,0.0623,120,1
166,1770441041,10,18210,2712771,0,81,0.75,0.0613,127,1
167,1770441121,80,18323,2731094,0,81,0.75,0.0599,131,1
168,1770441386,265,18364,2749458,0,81,0.75,0.0582,125,1
169,1770441411,25,18217,2767675,0,81,0.75,0.0557,119,1
170,1770441611,200,18312,2785987,0,81,0.75,0.0555,134,1
171,1770441836,225,18232,2804219,0,81,0.75,0.055,130,1
172,1770441956,120,18129,2822348,0,81,0.7667,0.0541,116,1
173,1770442046,90,18129,2840477,0,81,0.7667,0.0526,137,1
174,1770442166,120,18158,2858635,0,81,0.7833,0.0508,116,1
175,1770442271,105,18158,2876793,0,81,0.7833,0.051,125,1
176,1770442296,25,18173,2894966,0,81,0.7667,0.0511,129,1
177,1770442301,5,18263,2913229,0,81,0.75,0.0509,132,1
178,1770442411,110,18374,2931603,0,81,0.75,0.0509,124,1
179,1770442546,135,18383,2949986,0,81,0.75,0.0495,129,1
180,1770442741,195,18369,2968355,0,81,0.75,0.0478,135,1
181,1770442801,60,18298,2986653,0,81,0.7667,0.0459,134,1
182,1770442826,25,18354,3005007,0,81,0.75,0.0445,132,1
183,1770443012,186,18444,3023451,0,81,0.75,0.042,131,1
184,1770443042,30,18382,3041833,0,81,0.75,0.0396,125,1
185,1770443192,150,18466,3060299,0,81,0.7667,0.0367,125,1
186,1770443312,120,18438,3078737,0,81,0.7833,0.0341,131,1
187,1770443417,105,18438,3097175,0,81,0.8,0.0319,130,1
188,1770443427,10,18452,3115627,0,81,0.7833,0.0303,120,1
189,1770443527,100,18552,3134179,0,81,0.8,0.0293,120,1
190,1770443567,40,18571,3152750,0,81,0.8,0.0287,135,1
191,1770443732,165,18644,3171394,0,81,0.8,0.0285,127,1
192,1770443742,10,18603,3189997,0,81,0.7833,0.0286,130,1
193,1770444212,470,18703,3208700,0,81,0.7833,0.0287,121,1
194,1770444232,20,18390,3227090,0,81,0.7667,0.0282,126,1
195,1770444477,245,18478,3245568,0,81,0.7667,0.027,130,1
196,1770444532,55,18369,3263937,0,81,0.7667,0.025,132,1
197,1770444747,215,18425,3282362,0,81,0.7667,0.0235,134,1
198,1770444842,95,18344,3300706,0,81,0.7667,0.0219,113,1
199,1770444972,130,18365,3319071,0,81,0.7667,0.0204,126,1
200,1770445247,275,18356,3337427,0,81,0.7667,0.0192,127,1
201,1770445282,35,18227,3355654,0,81,0.7667,0.0183,122,1
202,1770445342,60,18297,3373951,0,81,0.7667,0.0175,119,1
203,1770445613,271,18347,3392298,0,81,0.7833,0.0164,136,1
204,1770445718,105,18223,3410521,0,81,0.8,0.0158,127,1
205,1770445838,120,18235,3428756,0,81,0.8,0.0156,127,1
206,1770445923,85,18235,3446991,0,81,0.8,0.0153,109,1
207,1770446163,240,18263,3465254,0,81,0.8167,0.0151,118,1
208,1770446303,140,18168,3483422,0,81,0.8167,0.0152,117,1
209,1770446443,140,18152,3501574,0,81,0.8333,0.0154,121,1
210,1770446618,175,18136,3519710,0,81,0.8333,0.0155,129,1
211,1770446793,175,18094,3537804,0,81,0.8333,0.0156,126,1
212,1770446923,130,18051,3555855,0,81,0.8333,0.0159,140,1
213,1770447018,95,18044,3573899,0,81,0.85,0.016,125,1
214,1770447078,60,18063,3591962,0,81,0.85,0.0163,124,1
215,1770447098,20,18108,3610070,0,81,0.8333,0.0165,120,1
216,1770447103,5,18184,3628254,0,81,0.8167,0.0166,147,1
217,1770447183,80,18272,3646526,0,81,0.8167,0.0166,111,1
218,1770447258,75,18303,3664829,0,81,0.8167,0.0165,128,1
219,1770447388,130,18337,3683166,0,81,0.8167,0.0165,119,1
220,1770447408,20,18329,3701495,0,81,0.8167,0.016,124,1
221,1770448319,911,18405,3719900,0,81,0.8,0.0159,125,1
222,1770448349,30,17824,3737724,0,81,0.8,0.0173,134,1
223,1770448559,210,17888,3755612,0,81,0.8,0.0182,146,1
224,1770448624,65,17824,3773436,0,81,0.8,0.0194,122,1
225,1770448644,20,17863,3791299,0,81,0.7833,0.0203,127,1
226,1770448674,30,17933,3809232,0,81,0.8,0.0208,138,1
227,1770448809,135,17997,3827229,0,81,0.8,0.0212,117,1
228,1770448819,10,17986,3845215,0,81,0.7833,0.0215,123,1
229,1770449514,695,18064,3863279,0,81,0.7833,0.0217,125,1
230,1770449574,60,17668,3880947,0,81,0.7833,0.0233,126,1
231,1770449669,95,17708,3898655,0,81,0.7833,0.0245,130,1
232,1770450199,530,17725,3916380,0,81,0.7667,0.0255,134,1
233,1770450229,30,17455,3933835,0,81,0.7667,0.0278,115,1
234,1770450249,20,17513,3951348,0,81,0.75,0.0296,128,1
235,1770450459,210,17578,3968926,0,81,0.75,0.0309,131,1
236,1770450509,50,17520,3986446,0,81,0.7667,0.0324,132,1
237,1770450514,5,17565,4004011,0,81,0.7667,0.0336,137,1
238,1770450739,225,17639,4021650,0,81,0.7667,0.0344,127,1
239,1770451000,261,17572,4039222,0,81,0.7667,0.0353,129,1
240,1770451400,400,17483,4056705,0,81,0.7667,0.0364,126,1
241,1770451410,10,17308,4074013,0,81,0.75,0.0383,122,1
242,1770451595,185,17376,4091389,0,81,0.7667,0.0396,139,1
243,1770451845,250,17336,4108725,0,81,0.7667,0.0408,137,1
244,1770451935,90,17257,4125982,0,81,0.7667,0.0423,128,1
245,1770451970,35,17275,4143257,0,81,0.7667,0.0434,133,1
246,1770452040,70,17327,4160584,0,81,0.7667,0.0443,127,1
247,1770452055,15,17357,4177941,0,81,0.75,0.045,116,1
248,1770452195,140,17420,4195361,0,81,0.7667,0.0454,127,1
249,1770452240,45,17408,4212769,0,81,0.7667,0.0454,124,1
250,1770452565,325,17453,4230222,0,81,0.7667,0.0453,129,1
251,1770452880,315,17331,4247553,0,81,0.7667,0.0451,123,1
252,1770452995,115,17217,4264770,0,81,0.7833,0.0452,132,1
253,1770453035,40,17220,4281990,0,81,0.7833,0.0448,136,1
254,1770453080,45,17266,4299256,0,81,0.8,0.0452,132,1
255,1770453205,125,17309,4316565,0,81,0.8,0.045,141,1
256,1770453300,95,17307,4333872,0,81,0.8,0.0451,134,1
257,1770453310,10,17321,4351193,0,81,0.7833,0.0449,129,1
258,1770453465,155,17384,4368577,0,81,0.7833,0.0446,128,1
259,1770453595,130,17364,4385941,0,81,0.7833,0.0443,130,1
260,1770453971,376,17359,4403300,0,81,0.7833,0.044,126,1
261,1770454066,95,17214,4420514,0,81,0.7833,0.0442,117,1
262,1770454311,245,17228,4437742,0,81,0.7833,0.0441,119,1
263,1770454446,135,17158,4454900,0,81,0.7833,0.044,125,1
264,1770454711,265,17150,4472050,0,81,0.7833,0.0441,123,1
265,1770454736,25,17071,4489121,0,81,0.7667,0.0443,127,1
266,1770454801,65,17123,4506244,0,81,0.7667,0.0443,132,1
267,1770455086,285,17152,4523396,0,81,0.7667,0.044,139,1
268,1770455141,55,17063,4540459,0,81,0.7667,0.0441,130,1
269,1770455256,115,17098,4557557,0,81,0.7667,0.044,125,1
270,1770455371,115,17101,4574658,0,81,0.7667,0.0439,125,1
271,1770455516,145,17104,4591762,0,81,0.7667,0.0438,118,1
272,1770455616,100,17090,4608852,0,81,0.7667,0.0438,120,1
273,1770456451,835,17101,4625953,0,81,0.75,0.0437,139,1
274,1770456522,71,16732,4642685,0,81,0.75,0.0446,126,1
275,1770456617,95,16757,4659442,0,81,0.7667,0.0451,117,1
276,1770456677,60,16770,4676212,0,81,0.7833,0.0452,123,1
277,1770456712,35,16800,4693012,0,81,0.7833,0.0447,115,1
278,1770456882,170,16842,4709854,0,81,0.7833,0.0437,124,1
279,1770456892,10,16817,4726671,0,81,0.7667,0.0424,130,1
280,1770457397,505,16872,4743543,0,81,0.7667,0.0407,126,1
281,1770457472,75,16682,4760225,0,81,0.7833,0.0389,127,1
282,1770457602,130,16704,4776929,0,81,0.7833,0.0393,125,1
283,1770457772,170,16699,4793628,0,81,0.7833,0.0395,133,1
284,1770457977,205,16675,4810303,0,81,0.7833,0.0398,126,1
285,1770458112,135,16634,4826937,0,81,0.8,0.04,133,1
286,1770458227,115,16627,4843564,0,81,0.8,0.0398,129,1
287,1770458257,30,16629,4860193,0,81,0.8,0.0392,133,1
288,1770458507,250,16672,4876865,0,81,0.8167,0.0383,140,1
289,1770458592,85,16611,4893476,0,81,0.8333,0.037,122,1
290,1770459152,560,16627,4910103,0,81,0.8167,0.0371,121,1
291,1770459257,105,16423,4926526,0,81,0.8167,0.0378,140,1
292,1770459408,151,16430,4942956,0,81,0.8333,0.0381,129,1
293,1770459503,95,16416,4959372,0,81,0.8333,0.0392,123,1
294,1770459593,90,16427,4975799,0,81,0.85,0.04,115,1
295,1770459623,30,16441,4992240,0,81,0.85,0.0404,116,1
296,1770459633,10,16482,5008722,0,81,0.8333,0.0407,135,1
297,1770459708,75,16531,5025253,0,81,0.85,0.0406,116,1
298,1770459748,40,16552,5041805,0,81,0.85,0.0401,126,1
299,1770460228,480,16588,5058393,0,81,0.85,0.0397,140,1
300,1770460318,90,16427,5074820,0,81,0.85,0.0399,131,1
301,1770460403,85,16440,5091260,0,81,0.8667,0.0404,136,1
302,1770460418,15,16455,5107715,0,81,0.85,0.0406,132,1
303,1770460648,230,16502,5124217,0,81,0.85,0.0407,132,1
304,1770460768,120,16453,5140670,0,81,0.85,0.041,134,1
305,1770460848,80,16453,5157123,0,81,0.85,0.0412,134,1
306,1770461028,180,16471,5173594,0,81,0.85,0.0412,123,1
307,1770461128,100,16445,5190039,0,81,0.8667,0.0411,134,1
308,1770461253,125,16453,5206492,0,81,0.8667,0.0407,120,1
309,1770461353,100,16451,5222943,0,81,0.8667,0.0403,132,1
310,1770461508,155,16460,5239403,0,81,0.8667,0.0395,131,1
311,1770461628,120,16445,5255848,0,81,0.8667,0.0392,126,1
312,1770461683,55,16445,5272293,0,81,0.8667,0.039,119,1
313,1770461703,20,16473,5288766,0,81,0.85,0.0388,125,1
314,1770461718,15,16515,5305281,0,81,0.8333,0.0383,117,1
315,1770461738,20,16561,5321842,0,81,0.8167,0.0375,133,1
316,1770461818,80,16604,5338446,0,81,0.8167,0.0365,126,1
317,1770461943,125,16621,5355067,0,81,0.8333,0.0355,135,1
318,1770461983,40,16619,5371686,0,81,0.8333,0.034,136,1
319,1770462038,55,16653,5388339,0,81,0.8333,0.0325,115,1
320,1770462108,70,16681,5405020,0,81,0.8333,0.0309,135,1
321,1770462169,61,16702,5421722,0,81,0.8333,0.0298,128,1
322,1770462254,85,16728,5438450,0,81,0.8333,0.0286,121,1
323,1770462354,100,16743,5455193,0,81,0.8333,0.0276,128,1
324,1770462374,20,16751,5471944,0,81,0.8167,0.0266,137,1
325,1770462534,160,16794,5488738,0,81,0.8333,0.0259,119,1
326,1770462549,15,16777,5505515,0,81,0.8167,0.0249,114,1
327,1770462834,285,16822,5522337,0,81,0.8167,0.0238,136,1
328,1770462884,50,16752,5539089,0,81,0.8167,0.023,118,1
329,1770463144,260,16781,5555870,0,81,0.8167,0.022,126,1
330,1770463484,340,16722,5572592,0,81,0.8167,0.0208,135,1
331,1770463649,165,16631,5589223,0,81,0.8167,0.0194,114,1
332,1770463694,45,16612,5605835,0,81,0.8167,0.018,129,1
333,1770463719,25,16643,5622478,0,81,0.8167,0.0163,136,1
334,1770463799,80,16682,5639160,0,81,0.8167,0.0162,122,1
335,1770464139,340,16699,5655859,0,81,0.8167,0.0161,127,1
336,1770464154,15,16609,5672468,0,81,0.8,0.0159,129,1
337,1770464199,45,16652,5689120,0,81,0.8,0.0156,118,1
338,1770464434,235,16682,5705802,0,81,0.8,0.0152,125,1
339,1770465405,971,16635,5722437,2,19059,0.8,0.0148,141,1
340,1770465410,5,16299,5738736,2,15784,0.8,0.0149,130,1
341,1770465440,30,16344,5755080,0,81,0.8,0.0153,129,1
342,1770465460,20,16379,5771459,0,81,0.7833,0.0155,129,1
343,1770465470,10,16418,5787877,0,81,0.7667,0.0155,128,1
344,1770465740,270,16460,5804337,0,81,0.7667,0.0155,129,1
345,1770465810,70,16402,5820739,0,81,0.7667,0.0157,125,1
346,1770465875,65,16422,5837161,0,81,0.7667,0.0158,130,1
347,1770466020,145,16443,5853604,0,81,0.7667,0.0159,128,1
348,1770466020,120.0,16433,5870037,0,81,0.7667,0.0159,123,1
349,1770466220,200,16479,5886516,0,81,0.7667,0.0159,119,1
350,1770466270,50,16449,5902965,0,81,0.7833,0.016,127,1
351,1770466480,210,16475,5919440,0,81,0.7833,0.0159,114,1
352,1770466830,350,16441,5935881,0,81,0.7833,0.0159,121,1
353,1770467215,385,16354,5952235,0,81,0.7833,0.016,116,1
354,1770467356,141,16256,5968491,0,81,0.7833,0.0166,126,1
355,1770467466,110,16248,5984739,0,81,0.7833,0.0171,122,1
356,1770467571,105,16252,6000991,0,81,0.8,0.0177,119,1
357,1770467641,70,16257,6017248,0,81,0.8,0.0182,119,1
358,1770467751,110,16275,6033523,0,81,0.8,0.0187,124,1
359,1770467786,35,16279,6049802,0,81,0.8,0.0191,132,1
360,1770467961,175,16310,6066112,0,81,0.8,0.0193,128,1
361,1770468011,50,16290,6082402,0,81,0.8,0.0196,120,1
362,1770468056,45,16316,6098718,0,81,0.8167,0.0198,131,1
363,1770468371,315,16343,6115061,0,81,0.8167,0.02,138,1
364,1770468616,245,16272,6131333,0,81,0.8167,0.0204,142,1
365,1770468671,55,16227,6147560,0,81,0.8167,0.0208,127,1
366,1770468766,95,16251,6163811,0,81,0.8167,0.0212,138,1
367,1770468826,60,16260,6180071,0,81,0.8167,0.0215,126,1
368,1770468881,55,16281,6196352,0,81,0.8167,0.0218,133,1
369,1770468986,105,16304,6212656,0,81,0.8167,0.022,122,1
370,1770469271,285,16310,6228966,0,81,0.8167,0.0222,125,1
371,1770469461,190,16251,6245217,0,81,0.8167,0.0225,137,1
372,1770469541,80,16226,6261443,0,81,0.8167,0.0229,118,1
373,1770469837,296,16240,6277683,0,81,0.8333,0.0232,118,1
374,1770469927,90,16179,6293862,0,81,0.85,0.0237,128,1
375,1770470172,245,16189,6310051,0,81,0.8667,0.0241,125,1
376,1770470192,20,16146,6326197,0,81,0.85,0.0245,125,1
377,1770470452,260,16181,6342378,0,81,0.85,0.0248,128,1
378,1770470462,10,16133,6358511,0,81,0.8333,0.0252,138,1
379,1770470572,110,16170,6374681,0,81,0.8333,0.0253,136,1
380,1770470737,165,16174,6390855,0,81,0.8333,0.0254,125,1
381,1770470762,25,16158,6407013,0,81,0.8167,0.0254,134,1
382,1770470807,45,16191,6423204,0,81,0.8167,0.0252,115,1
383,1770470837,30,16216,6439420,0,81,0.8167,0.0248,134,1
384,1770470952,115,16247,6455667,0,81,0.8333,0.0243,117,1
385,1770471052,100,16249,6471916,0,81,0.8333,0.0236,106,1
386,1770471053,1,16255,6488171,0,81,0.8333,0.0228,114,1
387,1770471157,104,16296,6504467,0,81,0.8333,0.0217,116,1
388,1770471162,5,16301,6520768,0,81,0.8167,0.0208,119,1
389,1770471342,180,16341,6537109,0,81,0.8167,0.0197,133,1
390,1770471547,205,16320,6553429,0,81,0.8167,0.0188,124,1
391,1770471597,50,16291,6569720,0,81,0.8167,0.0183,133,1
392,1770471697,100,16315,6586035,0,81,0.8167,0.0178,134,1
393,1770471847,150,16322,6602357,0,81,0.8333,0.0171,136,1
394,1770472077,230,16312,6618669,0,81,0.8333,0.0162,143,1
395,1770472147,70,16275,6634944,0,81,0.8333,0.015,123,1
396,1770472287,140,16292,6651236,0,81,0.85,0.0143,126,1
397,1770472352,65,16285,6667521,0,81,0.85,0.0132,124,1
398,1770472377,25,16303,6683824,0,81,0.8333,0.0118,130,1
399,1770472697,320,16335,6700159,0,81,0.85,0.0105,123,1
400,1770472722,25,16269,6716428,0,81,0.85,0.0105,123,1
401,1770472813,91,16300,6732728,0,81,0.85,0.0104,112,1
402,1770472938,125,16309,6749037,0,81,0.8667,0.0104,116,1
403,1770472958,20,16308,6765345,0,81,0.8667,0.0102,123,1
404,1770473083,125,16341,6781686,0,81,0.8667,0.0098,136,1
405,1770473133,50,16339,6798025,0,81,0.8667,0.0097,134,1
406,1770473208,75,16362,6814387,0,81,0.8667,0.0095,135,1
407,1770473488,280,16377,6830764,0,81,0.8667,0.0093,129,1
408,1770473538,50,16324,6847088,0,81,0.8667,0.009,129,1
409,1770473558,20,16347,6863435,0,81,0.85,0.0085,134,1
410,1770473558,120.0,16380,6879815,0,81,0.85,0.0082,136,1
411,1770473643,85,16419,6896234,0,81,0.85,0.008,119,1
412,1770473768,125,16430,6912664,0,81,0.85,0.0079,121,1
413,1770474043,275,16429,6929093,0,81,0.85,0.0082,123,1
414,1770474073,30,16378,6945471,0,81,0.85,0.0083,128,1
415,1770474088,15,16407,6961878,0,81,0.8333,0.0085,125,1
416,1770474248,160,16441,6978319,0,81,0.8333,0.0088,131,1
417,1770474563,315,16428,6994747,0,81,0.8333,0.0091,134,1
